il,ad,tur,mutfak,telefon,website,instagram,saatler,bahce,wifi,adres,ilce,mahalle,lat,lon,harita,osm_id
Istanbul,Sofyalı 9 Restoran,restaurant,türk_mutfağı;regional;meyhane,+905332581652,https://www.sofyali.com.tr/,,Salı-Pazar 14:30-01:30,yes,,Sofyalı Sokağı 9,Beyoğlu,Asmalı Mescit Mahallesi,41.0290879,28.9743252,"https://www.google.com/maps/search/?api=1&query=41.0290879,28.9743252",node/13204905927
Istanbul,Sohbet Aile Çay Bahçesi,restaurant,,,,,,,,,,,40.9825547,28.7725571,"https://www.google.com/maps/search/?api=1&query=40.9825547,28.7725571",node/4335689789
Istanbul,Sohbet Kıraat Hanesi,cafe,,,,,,,,Seçkin Sokağı,Sultanbeyli,,40.9723039,29.2689177,"https://www.google.com/maps/search/?api=1&query=40.9723039,29.2689177",node/5329311713
Istanbul,Sohbet Çay Evi,cafe,,,,,,,,Kıztaşı Caddesi,Fatih,,41.0168913,28.9516668,"https://www.google.com/maps/search/?api=1&query=41.0168913,28.9516668",node/5113471043
Istanbul,SOİ Cadde,restaurant,,,https://www.soirestoran.com/,,Mo-Fr 10:00 - 01:00; Sa-Su 09:00-02:00,,,,,,40.9694194,29.0642352,"https://www.google.com/maps/search/?api=1&query=40.9694194,29.0642352",node/10992716780
Istanbul,Sojubar,bar,,,,,,,,,,,40.9919214,29.0359707,"https://www.google.com/maps/search/?api=1&query=40.9919214,29.0359707",node/14049654001
Istanbul,Sokak,bar,,,,,,,,,,,40.9859331,29.0258574,"https://www.google.com/maps/search/?api=1&query=40.9859331,29.0258574",node/10168815017
Istanbul,Sokak Kahvesi,restaurant,turkish,,,,,,wlan,,,,41.0280326,28.9743093,"https://www.google.com/maps/search/?api=1&query=41.0280326,28.9743093",node/4924038719
Istanbul,Sokak Karaköy Restaurant,restaurant,,,,,,,,,,,41.0239498,28.9775346,"https://www.google.com/maps/search/?api=1&query=41.0239498,28.9775346",node/12512834737
Istanbul,Sokakağzı Kanatçısı,restaurant,turkish,,,,,,,,,,40.9214687,29.1360590,"https://www.google.com/maps/search/?api=1&query=40.9214687,29.1360590",node/12604081841
Istanbul,Sokullu,restaurant,,,,,,,,Su terazisi sokak,Fatih,,41.0052490,28.9734019,"https://www.google.com/maps/search/?api=1&query=41.0052490,28.9734019",node/5113500240
Istanbul,Sola cafe,cafe,,,,,,,,Kınalızade Sokağı,Fatih,,41.0202023,28.9456327,"https://www.google.com/maps/search/?api=1&query=41.0202023,28.9456327",node/5243951382
Istanbul,Sole Mio Cafe & Brasserie,cafe,,,https://solemio.com.tr/,,08:30 - 00:30,,,Lalezar Sokağı 9,Kadıköy,Fenerbahçe Mahallesi,40.9743821,29.0470254,"https://www.google.com/maps/search/?api=1&query=40.9743821,29.0470254",node/6786308979
Istanbul,Solera Winery,bar,bar,+90 212 252 27 19,,,11:00-02:00,yes,yes,Yeni Çarşı Caddesi 44,,,41.0320256,28.9782016,"https://www.google.com/maps/search/?api=1&query=41.0320256,28.9782016",way/287308590
Istanbul,Somuncu baba,cafe,,,,,,,,Fatıh türbesi sokak,Fatih,,41.0190024,28.9510968,"https://www.google.com/maps/search/?api=1&query=41.0190024,28.9510968",node/5113465012
Istanbul,Son Osmanli Restaurant,restaurant,,,,,,,,,Fatih,,41.0154891,28.9417592,"https://www.google.com/maps/search/?api=1&query=41.0154891,28.9417592",node/3499249055
Istanbul,Son Osmanlı Knafeh,cafe,,,,,,,,Şehit Muhtar Bey Caddesi 12/A,,,41.0387069,28.9846693,"https://www.google.com/maps/search/?api=1&query=41.0387069,28.9846693",node/12510989090
Istanbul,Son Osmanlı Lounge,restaurant,,,,,,,,Şehit Muhtar Bey Caddesi 17,,,41.0385087,28.9845393,"https://www.google.com/maps/search/?api=1&query=41.0385087,28.9845393",node/12510989091
Istanbul,Son Osmanlı Nargile Cafe,cafe,,,,,,,,,Fatih,,41.0154063,28.9419008,"https://www.google.com/maps/search/?api=1&query=41.0154063,28.9419008",node/3499249056
Istanbul,Son Çare Büfe,restaurant,,,,,,,,,,,41.1213758,28.1095519,"https://www.google.com/maps/search/?api=1&query=41.1213758,28.1095519",node/7889813779
Istanbul,Sonne,cafe,breakfast;turkish;tea,,https://www.instagram.com/sonne_cafe/,,We-Mo 09:00-18:00,yes,wlan,Celal Muhtar Sokağı 19d,Kadıköy,Rasimpaşa Mahallesi,40.9947928,29.0303602,"https://www.google.com/maps/search/?api=1&query=40.9947928,29.0303602",node/11935201882
Istanbul,Sorbo Caffee,cafe,,,,,,,,,,,40.9232322,29.1340084,"https://www.google.com/maps/search/?api=1&query=40.9232322,29.1340084",node/11845256438
Istanbul,Sorriso Restaurant,restaurant,,,,,,,,,,,41.0097279,28.9549239,"https://www.google.com/maps/search/?api=1&query=41.0097279,28.9549239",node/3499232972
Istanbul,Sorriso Restaurant Kuruçeşme,restaurant,turkish,+90 532 399 8304,http://sorrisokurucesme.com/,,,,,Arnavutköy Kuruçeşme Caddesi 7,Beşiktaş,Kuruçeşme,41.0599153,29.0358392,"https://www.google.com/maps/search/?api=1&query=41.0599153,29.0358392",node/10117403149
Istanbul,SORYE,restaurant,turkish,,,,,,,,,,40.9370592,29.1221113,"https://www.google.com/maps/search/?api=1&query=40.9370592,29.1221113",node/6164468909
Istanbul,Sosi Büfe,fast_food,,,,,,,,Örücüler Kapısı Sokağı,Fatih,,41.0124916,28.9674443,"https://www.google.com/maps/search/?api=1&query=41.0124916,28.9674443",node/5112738776
Istanbul,Sosrates - Burger & Snack,fast_food,burger;chicken;turkish;fries,+902165190123,https://www.sosrates.com,,Mo-Su 11:00-23:30,,,Fatih Bulvarı 33,Sultanbeyli,Hasanpaşa Mahallesi,40.9694294,29.2520552,"https://www.google.com/maps/search/?api=1&query=40.9694294,29.2520552",node/13430803651
Istanbul,Sosyal Cafe Meydan,cafe,,,,,,,,,,,41.0042514,29.1999438,"https://www.google.com/maps/search/?api=1&query=41.0042514,29.1999438",node/13960732692
Istanbul,Sosyal Cafe Samandıra,cafe,,,,,,,,,,,40.9863116,29.2280362,"https://www.google.com/maps/search/?api=1&query=40.9863116,29.2280362",way/1515517238
Istanbul,Sosyal Lokanta,restaurant,,,,,,,,,,,41.0670087,28.9456604,"https://www.google.com/maps/search/?api=1&query=41.0670087,28.9456604",way/685291102
Istanbul,Sosyal Tesisleri,restaurant,,,,,,yes,,,,,41.0275643,29.0689922,"https://www.google.com/maps/search/?api=1&query=41.0275643,29.0689922",node/6731310714
Istanbul,Sosyal Tesisleri,fast_food,,,,,,,,,,,41.0274092,29.0688670,"https://www.google.com/maps/search/?api=1&query=41.0274092,29.0688670",node/9073766199
Istanbul,sotapi,restaurant,,,,,,,,,,,40.9867763,29.0268367,"https://www.google.com/maps/search/?api=1&query=40.9867763,29.0268367",node/6531878041
Istanbul,Soup Locale Cihangir,restaurant,,,,,,,,Havyar Sokagi 42,,,41.0317085,28.9846835,"https://www.google.com/maps/search/?api=1&query=41.0317085,28.9846835",node/12820438952
Istanbul,Soylu büfe,fast_food,,,,,,,,Akdeniz Caddesi,Fatih,,41.0165439,28.9425588,"https://www.google.com/maps/search/?api=1&query=41.0165439,28.9425588",node/5243950748
Istanbul,Sozeri Pide Guvec,restaurant,,,,,,,,,,,41.0736101,28.9042650,"https://www.google.com/maps/search/?api=1&query=41.0736101,28.9042650",node/6176127326
Istanbul,Soğuk Pınar,cafe,,,,,,,,Osmangazi Caddesi,,,41.0427728,28.8591929,"https://www.google.com/maps/search/?api=1&query=41.0427728,28.8591929",node/5667722118
Istanbul,Spatula Döner,fast_food,,,,,,,,Maslak Caddesi,Bağcılar,,41.0526080,28.8304266,"https://www.google.com/maps/search/?api=1&query=41.0526080,28.8304266",node/5667674491
Istanbul,Special Cafe,cafe,,,,,,,,Akdeniz Caddesi,Fatih,,41.0182618,28.9452809,"https://www.google.com/maps/search/?api=1&query=41.0182618,28.9452809",node/5243950766
Istanbul,Spectra Cafe,restaurant,,,,,,,,3,,,41.0038485,28.9725590,"https://www.google.com/maps/search/?api=1&query=41.0038485,28.9725590",node/3100047495
Istanbul,Spectra Restaurant,restaurant,regional,,,,,yes,,Üçler sokak 1,,,41.0053194,28.9742023,"https://www.google.com/maps/search/?api=1&query=41.0053194,28.9742023",node/3184809998
Istanbul,Spenta Pizza Restaurant & Cocktail Bar,restaurant,,,,,,,,,,,40.9823042,29.0403898,"https://www.google.com/maps/search/?api=1&query=40.9823042,29.0403898",node/11286457669
Istanbul,Square Cafe & Fast Food,fast_food,,,,,,,,,,,41.0199298,28.5829596,"https://www.google.com/maps/search/?api=1&query=41.0199298,28.5829596",node/6954564351
Istanbul,Square Coffee & Bowl,cafe,coffee_shop;dessert;tea,,,,Mo-Su 10:00-24:00,yes,yes,Hakim Kemal Sokağı no:11/a,Kadıköy,Suadiye Mahallesi,40.9647954,29.0866266,"https://www.google.com/maps/search/?api=1&query=40.9647954,29.0866266",node/12281743823
Istanbul,Stand by coffee,cafe,coffee_shop,,,,,,,,,,40.9843586,29.0280207,"https://www.google.com/maps/search/?api=1&query=40.9843586,29.0280207",node/11381893120
Istanbul,Star büfe cafe,cafe,,,,,,,,,,,41.0261819,28.9748536,"https://www.google.com/maps/search/?api=1&query=41.0261819,28.9748536",node/11341580523
Istanbul,Star Döner,restaurant,,,,,,,,Menderes Caddesi,Bağcılar,,41.0302630,28.8291275,"https://www.google.com/maps/search/?api=1&query=41.0302630,28.8291275",node/5667691071
Istanbul,Star Köfte,restaurant,turkish,+90 212 267 24 77,https://www.yemeksepeti.com/restaurant/x10f/star-kofte-x10f,,Mo-Sa 07:00-19:30; PH closed,,,24B,,,41.0662640,29.0065075,"https://www.google.com/maps/search/?api=1&query=41.0662640,29.0065075",node/13586033863
Istanbul,Star Ocakbaşı ve Pub,restaurant,,+90 212 632 95 01,,,,,,Sinekli Bahçe sokağı,Fatih,,41.0085115,28.9489536,"https://www.google.com/maps/search/?api=1&query=41.0085115,28.9489536",node/5107305823
Istanbul,Starbucks,cafe,coffee_shop,,,,,,wlan,,,,41.0634470,28.9915469,"https://www.google.com/maps/search/?api=1&query=41.0634470,28.9915469",node/1863206661
Istanbul,Starbucks,cafe,coffee_shop,,,,,,wlan,,,,41.0766760,29.0264450,"https://www.google.com/maps/search/?api=1&query=41.0766760,29.0264450",node/1863224851
Istanbul,Starbucks,cafe,coffee_shop,,http://www.starbucks.com.tr/,,,,,,,,41.0067484,28.6571048,"https://www.google.com/maps/search/?api=1&query=41.0067484,28.6571048",node/1874201495
Istanbul,Starbucks,cafe,coffee_shop,,,,,,wlan,,,,41.0116374,29.0389765,"https://www.google.com/maps/search/?api=1&query=41.0116374,29.0389765",node/1921444709
Istanbul,Starbucks,cafe,coffee_shop,,,,,,wlan,,,,40.9783506,28.8509544,"https://www.google.com/maps/search/?api=1&query=40.9783506,28.8509544",node/1934747147
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.com.tr/,,,,,,Fatih,,41.0144807,28.9450856,"https://www.google.com/maps/search/?api=1&query=41.0144807,28.9450856",node/2113030155
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/7085-150313/kazasker,,07:00 - 23:00,,wlan,Şemsettin Günaltay Cad. 158,Kadıköy,19 Mayıs Mahallesi,40.9711603,29.0841418,"https://www.google.com/maps/search/?api=1&query=40.9711603,29.0841418",node/2129082395
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/7100-150464/cekmekoy-eltes,,,,,,,,41.0112463,29.1796281,"https://www.google.com/maps/search/?api=1&query=41.0112463,29.1796281",node/2340473570
Istanbul,Starbucks,cafe,coffee_shop,,,,,yes,,,,,40.9806145,29.0236037,"https://www.google.com/maps/search/?api=1&query=40.9806145,29.0236037",node/2433367014
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,40.9892319,29.0286943,"https://www.google.com/maps/search/?api=1&query=40.9892319,29.0286943",node/2433367015
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,40.9737385,29.0485311,"https://www.google.com/maps/search/?api=1&query=40.9737385,29.0485311",node/2437539081
Istanbul,Starbucks,cafe,coffee_shop,+90 850 9697717,https://www.starbucks.com.tr/,starbucks_tr,Mo-Su 06:00-24:00,yes,wlan,Muvakkıthane Caddesi 1,,,40.9905422,29.0234634,"https://www.google.com/maps/search/?api=1&query=40.9905422,29.0234634",node/2445188964
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,40.9808250,28.8158740,"https://www.google.com/maps/search/?api=1&query=40.9808250,28.8158740",node/2881830837
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/31432-107165/ciftehavuzlar,,,,,,,,40.9732045,29.0570562,"https://www.google.com/maps/search/?api=1&query=40.9732045,29.0570562",node/3053094704
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/22700-223745/acibadem-hastanesi-atakent,,,,wlan,,,,41.0345609,28.7792242,"https://www.google.com/maps/search/?api=1&query=41.0345609,28.7792242",node/3280245547
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,40.8914660,29.3802005,"https://www.google.com/maps/search/?api=1&query=40.8914660,29.3802005",node/3465585304
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/31628-227144/caddebostan-iskele-sokak,,,,,,,,40.9650792,29.0660694,"https://www.google.com/maps/search/?api=1&query=40.9650792,29.0660694",node/3516942565
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,41.0762186,29.0132067,"https://www.google.com/maps/search/?api=1&query=41.0762186,29.0132067",node/4053862158
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/1931-141884/optimum-yenisahra-istanbul,,,,,,,,40.9882214,29.0861831,"https://www.google.com/maps/search/?api=1&query=40.9882214,29.0861831",node/4086803188
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/32231-127964/gunesli,,,,,Güneşli Kavşağı,,,41.0284672,28.8121925,"https://www.google.com/maps/search/?api=1&query=41.0284672,28.8121925",node/4271717097
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,41.1016598,29.2903833,"https://www.google.com/maps/search/?api=1&query=41.1016598,29.2903833",node/4371188637
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,41.0907899,29.2872989,"https://www.google.com/maps/search/?api=1&query=41.0907899,29.2872989",node/4371188642
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,40.9528912,29.0949396,"https://www.google.com/maps/search/?api=1&query=40.9528912,29.0949396",node/4416252792
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/32127-107321/bahcesehir-3.-cadde,,,,,,,,41.0629217,28.6862047,"https://www.google.com/maps/search/?api=1&query=41.0629217,28.6862047",node/4444500591
Istanbul,Starbucks,cafe,coffee_shop,,,,Mo-Su 07:00-00:00,,,İstiklal Caddesi 18,,,41.0357889,28.9827196,"https://www.google.com/maps/search/?api=1&query=41.0357889,28.9827196",node/4513808091
Istanbul,Starbucks,cafe,coffee_shop,,,,Mo-Su 07:30-00:00,,wlan,,,,40.9747062,28.8686246,"https://www.google.com/maps/search/?api=1&query=40.9747062,28.8686246",node/4518342490
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,41.0782130,29.0103206,"https://www.google.com/maps/search/?api=1&query=41.0782130,29.0103206",node/4580117192
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,41.0774207,29.0109170,"https://www.google.com/maps/search/?api=1&query=41.0774207,29.0109170",node/4580253800
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/32027-122054/findikli,,Mo-Sa 07:00-22:00; Su 08:00-22:00,yes,,Meclis-i Mebusan Caddesi 47,,,41.0304840,28.9884462,"https://www.google.com/maps/search/?api=1&query=41.0304840,28.9884462",node/4601507800
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/18597-192704/papirus-plaza-kagithane,,,,,,,,41.0828530,28.9822945,"https://www.google.com/maps/search/?api=1&query=41.0828530,28.9822945",node/4641562690
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/31242-105129/barbaros-bulvari-besiktas,,,,,,,,41.0442271,29.0068959,"https://www.google.com/maps/search/?api=1&query=41.0442271,29.0068959",node/4797195123
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,41.0778177,29.0441372,"https://www.google.com/maps/search/?api=1&query=41.0778177,29.0441372",node/4889958224
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/17419-181715/arena-park-avm,,,,,,,,41.0539459,28.7906431,"https://www.google.com/maps/search/?api=1&query=41.0539459,28.7906431",node/4890130515
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,40.9780264,28.8738098,"https://www.google.com/maps/search/?api=1&query=40.9780264,28.8738098",node/4915311221
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/30872-101240/town-center,,,,,,,,40.9831785,28.8724561,"https://www.google.com/maps/search/?api=1&query=40.9831785,28.8724561",node/4916592721
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,40.9986717,28.8738140,"https://www.google.com/maps/search/?api=1&query=40.9986717,28.8738140",node/4919564671
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,41.0460357,28.8965851,"https://www.google.com/maps/search/?api=1&query=41.0460357,28.8965851",node/4982226018
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/1907-143805/kadir-has-universitesi,,,,,Abdülezelpaşa Caddesi,Fatih,,41.0245487,28.9591582,"https://www.google.com/maps/search/?api=1&query=41.0245487,28.9591582",node/5081442497
Istanbul,Starbucks,cafe,coffee_shop,,,,Mo-Su 09:00-21:00,yes,wlan,,,,41.0635856,28.8069614,"https://www.google.com/maps/search/?api=1&query=41.0635856,28.8069614",node/5085220821
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,41.1090193,29.0196151,"https://www.google.com/maps/search/?api=1&query=41.1090193,29.0196151",node/5095251334
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,Divan Yolu Caddesi,Fatih,,41.0083339,28.9737523,"https://www.google.com/maps/search/?api=1&query=41.0083339,28.9737523",node/5108843728
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/1940-141208/viaport-asia,,,,,,,,40.9391309,29.3242776,"https://www.google.com/maps/search/?api=1&query=40.9391309,29.3242776",node/5112234424
Istanbul,Starbucks,cafe,coffee_shop,,,,,yes,,,,,41.1099038,29.0193613,"https://www.google.com/maps/search/?api=1&query=41.1099038,29.0193613",node/5144772025
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/66599-301162/vatan-caddesi,,,,,VATAN caddesi,Fatih,,41.0171671,28.9409387,"https://www.google.com/maps/search/?api=1&query=41.0171671,28.9409387",node/5243952762
Istanbul,Starbucks,cafe,coffee_shop,,,,Mo-Su 09:00-21:00,no,yes,,Eyüp,Nişanca,41.0382575,28.9320403,"https://www.google.com/maps/search/?api=1&query=41.0382575,28.9320403",node/5275981492
Istanbul,Starbucks,cafe,coffee_shop,,,,,yes,,Şemsettin Günaltay Caddesi,Kadıköy,Kozyatağı Mahallesi,40.9656996,29.0878287,"https://www.google.com/maps/search/?api=1&query=40.9656996,29.0878287",node/5291793714
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,40.9116314,29.1806027,"https://www.google.com/maps/search/?api=1&query=40.9116314,29.1806027",node/5316344717
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/3159-142328/taksim-meydani,,Mo-Fr 07:00-00:00; Sa 07:00-20:30; Su 09:00-00:00,,,,,,41.0366045,28.9859401,"https://www.google.com/maps/search/?api=1&query=41.0366045,28.9859401",node/5358282775
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/48172-261864/ofispark-maltepe,,,,,,,,40.9384105,29.1350383,"https://www.google.com/maps/search/?api=1&query=40.9384105,29.1350383",node/5379225722
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,41.0668914,29.0165921,"https://www.google.com/maps/search/?api=1&query=41.0668914,29.0165921",node/5482109429
Istanbul,Starbucks,cafe,coffee_shop,,https://www.starbucks.co.uk/store-locator/54960-288728/a-ofis-topkapi,,Mo-Su 07:00-20:00,,,Cevizlibağ Köprüsü,Zeytinburnu,,41.0183033,28.9121171,"https://www.google.com/maps/search/?api=1&query=41.0183033,28.9121171",node/5667618645
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,Bağdat Caddesi,Kadikoy,,40.9599951,29.0818117,"https://www.google.com/maps/search/?api=1&query=40.9599951,29.0818117",node/5669744147
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,40.9074437,29.3141515,"https://www.google.com/maps/search/?api=1&query=40.9074437,29.3141515",node/5723386231
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,40.9966949,28.5405989,"https://www.google.com/maps/search/?api=1&query=40.9966949,28.5405989",node/5856690285
Istanbul,Starbucks,cafe,coffee_shop,,,,,,,,,,41.1050962,28.9859092,"https://www.google.com/maps/search/?api=1&query=41.1050962,28.9859092",node/6095102485
